Cat,Item Number,Description,Cost,Supplier,Barcode Number,List,Last Cost,Cost at 3/9/2026,In Stock
100,04327,3 Outlet Grd HD Tap,1.4721,American Insulated Wire Corp.,,3.0,1.4721,1.4721,5.0
100,101518,"Safety Signs 'Danger Sign Arc Flash Hazard' (2"" x 4"")",0.7,AMAZON LLC,,2.0,0.7,0.7,14.0
100,1125TN,10pc GE Magnetic Closet Contact Sensor,38.24,EBAY,,41.99999999999999,38.1,38.1,0.0
100,11591,Linnen Tags 50pcs,2.6785,H. Schacht Electrical Supply Inc.,,4.0,2.6785,2.6785,6.0
100,1201LK-BOX,Replacement Key for Key Switch,1.0,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,4.75,1.0,1.0,86.0
100,1209W,Replacement Surge Protector Module,10.35,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,15.75,10.35,10.35,53.0
100,1269,Round Recessed Magnet Reed Switch Contact Set Closed Circuit,4.8,LEE ELECTRIC INC.,,7.0,4.8,4.8,4.0
100,15420,Pro Dope Thread Seal Pipe Joint Compound 8oz,3.67,Emery Jensen Distribution East,,5.75,3.6918,3.6918,4.0
100,20-410,18 -10 Crimp Sleeve Connectors 12Pk,0.84,Gardner Bender Inc./ECM Industries LLC,,1.75,0.84,0.84,7.0
100,20-411,18 - 8 Crimp Sleeve Connectors 8Pk,0.85,Gardner Bender Inc./ECM Industries LLC,,1.7499999999999998,0.85,0.85,9.0
100,21278,Wire Marker Marking Book,5.99,Morris Products Inc.,,10.5,5.99,5.99,9.0
100,21338,"277 Volts (1-1/4"" x 4-1/2"") 20 Labels",9.55,Morris Products Inc.,,15.500000000000002,9.55,9.55,1.0
100,21340,"277 Volts (1/2"" x 2-1/4"") 90 Labels",9.55,Morris Products Inc.,,15.500000000000002,9.55,9.55,6.0
100,21372,"480 Volts Marker (1-1/4"" x 4-1/2"") 20 Labels",9.55,Morris Products Inc.,,15.500000000000002,9.55,9.55,0.0
100,21438,"Safety Signs 'Danger Sign Arc Flash Hazard' (7"" x 5"")",4.9875,Morris Products Inc.,,9.999999999999998,4.9875,4.9875,0.0
100,2160A,Decora Blank Filler Plate Almond,2.5,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,4.25,1.62,1.62,0.0
100,2160B,Decora Blank Filler Plate Brown,1.62,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,3.5,1.62,1.62,20.0
100,2160BK,Decora Blank Filler Plate Black,2.75,International Electric,,4.25,1.62,1.62,0.0
100,2160V,Decora Blank Filler Plate Ivory,1.62,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,4.25,1.62,1.62,2.0
100,2160W,Decora Blank Filler Plate White,2.62,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,4.249999999999999,2.62,2.62,53.0
100,2161W,Decora to Toggle Adaptor Plate White,1.4400000000000002,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,3.3500000000000005,1.44,1.44,104.0
100,30316,15A Max PlugMax ECO 3-Outlet Grounded Adapter with On/Off Switch,3.3121,Plastic Express Inc.,,6.0,3.3121,3.3121,23.0
100,33-081,Alligator Clip Insulator Red,0.19,GC Waldom Electronics,,0.6,0.19,0.19,0.0
100,33-082,Alligator Clip Insulator Black,0.19,GC Waldom Electronics,,0.6,0.19,0.19,0.0
100,34058,"24"" Plastic Polymer Water Heater Pan",7.24,Emery Jensen Distribution East,,10.999999999999998,51.14,51.14,0.0
100,35-060-BU,Swtich Rubber Cap,1.25,Morris Products Inc.,,3.0,1.25,1.25,5.0
100,35-437-BU,Push Button Cap Red,0.98,GC Waldom Electronics,,1.95,0.98,0.98,0.0
100,35-438-BU,Push Button Cap Black,0.48,GC Waldom Electronics,,1.7500000000000002,0.48,0.48,0.0
100,353770,V Rocker Switch,0.96,GC Waldom Electronics,,4.25,0.96,0.96,3.0
100,353795,Light Rocker Swtich SPST ON-OFF,2.98,Morris Products Inc.,,5.0,3.04,3.04,6.0
100,419GY,2 - 3 Adaptor Gy,0.358,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,1.5000000000000002,0.37,0.37,25.0
100,42-040,Household Marking Book,1.1,Gardner Bender Inc./ECM Industries LLC,,2.0,1.1,1.1,14.0
100,44-360,IDEAL 277 VOLTS LABEL,3.0,"IDEAL Industries, Inc.",,5.0,3.0,3.0,0.0
100,496B,"Wall Switch Lockout, Red, 5/16 In. Dia. for Decora and Toggle Switch",9.93,GRAINGER,,16.0,9.93,9.93,0.0
100,49906,"1"" x 3"" Write-On Wire Marking Book",6.430000000000001,3M Electrical Markers Division,,19.75,6.43,6.43,9.0
100,49953,1-45 Wire Marking Book,6.63,3M Electrical Markers Division,,10.0,6.63,6.63,7.0
100,49963,46-90 Wire Marking Book,8.8,3M Electrical Markers Division,,13.5,4.83,4.83,0.0
100,49965,Panel Box Circuit Marking Book,4.83,3M Electrical Markers Division,,14.0,4.83,4.83,10.0
100,53726SEN,BX Cutter Replacement Roto Blade,6.377400000000001,"Klein Tools, Inc.",,9.25,6.64,6.64,31.0
100,5436,"Breaker Label 1"" x 3"" 250 PCS",4.4375,AMAZON LLC,,7.749999999999998,4.4375,4.4375,1.0
100,56250,1-45 Wire Marking Book,6.69,"Klein Tools, Inc.",,10.0,6.69,6.69,0.0
100,56251,1-45 Wire Marking Book 120/240v 3 Phase,6.69,"Klein Tools, Inc.",,10.0,6.69,6.69,0.0
100,56252,1-45 Wire Marking Book 277/480v 3 Phase,6.69,"Klein Tools, Inc.",,10.0,,,0.0
100,6728,"Breaker Label 1"" x 3"" 72 PCS",4.89,AMAZON LLC,,7.0,4.89,4.89,0.0
100,71V,12 Hour Time Control,19.58,BROAN - NUTONE LLC,,29.500000000000004,19.58,19.58,3.0
100,73410,Cable Splice Kit,2.82,"BRYANT ELECTRIC, INC.",,5.5,2.82,2.82,12.0
100,743V-BOX,Triplex Receptacle Ivory,1.489,International Electric,,3.0000000000000004,1.489,1.489,11.0
100,756B,Blank Insert for Toggle Switch Brown,1.39,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.8,1.39,1.39,10.0
100,756V,Blank Insert for Toggle Switch Ivory,1.39,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,2.8,1.39,1.39,8.0
100,756W,Blank Insert for Toggle Switch White,1.49,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,3.0000000000000004,1.49,1.49,10.0
100,83129,ASS. Wire Marking Book,1.0,Gardner Bender Inc./ECM Industries LLC,,2.0,0.485,0.485,0.0
100,83427,Kester Radio Solder,0.6,TRISONIC,,3.0,0.6,0.6,637.0
100,83427-1b,Kester Radio Solder 1bl,10.0,TRISONIC,,25.0,10.0,10.0,0.0
100,90-1081,Porcelain 4 Terminal Wire Connector,1.14,"SATCO PRODUCTS, INC.",,2.25,1.14,1.14,8.0
100,90-1107,Meduim Base Porcelain Snap Socket with Leads,0.9,"SATCO PRODUCTS, INC.",,4.0,0.9,0.9,33.0
100,90-434,3a 125v Cord Feed Rocker Switch Ivory,2.2,"SATCO PRODUCTS, INC.",,3.5,2.2,2.2,2.0
100,90-573,CORD SWITCH 18/2 WHITE,0.34,"SATCO PRODUCTS, INC.",,1.5,0.34,0.34,7.0
100,91229,6 Outlet Power Surge Strip w/6' Cord and Angle Plug,10.75,"SATCO PRODUCTS, INC.",,15.0,10.75,10.75,21.0
100,933V-BOX,Cord Feed Switch Ivory,2.69,"Eagle Electric MFG CO., INC.- Cooper Wiring Device",,3.75,2.69,2.69,4.0
100,933W,Cord Feed Switch White,2.69,"BRYANT ELECTRIC, INC.",,5.5,1.777,1.777,0.0
100,B-102,Roto Split Blade 2 Pack,11.89,SEATEK CO INC.,,17.0,11.89,11.89,0.0
100,B-107,Roto Split Blade 2 Pack,11.89,SEATEK CO INC.,,17.0,11.89,11.89,0.0
100,BAND-L,"Stainless Steel Adjustable Hose Clamp  .684"" to 1""",1.1365,International Electric,,2.25,1.1365,1.1365,55.0
100,BAND-S,"Stainless Steel Adjustable Hose Clamp .275"" to .621""",1.1365,International Electric,,2.25,1.1365,1.1365,207.0
100,BINA,Isolated Neutral Assembly Kit,7.74,Eaton Corporation,,19.0,7.74,7.74,1.0
100,BJHDS,Bolt for 2P BJ Breaker,3.6,Eaton Corporation,,5.5,3.6,3.6,0.0
100,BJHDS3P,Bolt for 3P BJ Breaker,4.32,Eaton Corporation,,6.5,4.32,4.32,0.0
100,BP45FS2,FS-2 15-20w Fluorescent Starter 2 pk,1.49,DOMESTIC BROOM AND BRUSH,,2.25,1.5012,1.5012,0.0
100,BP45FS4,FS-4 30-40w Fluorescent Starter 2 pk,1.49,DOMESTIC BROOM AND BRUSH,,2.25,1.4977,1.4977,0.0
100,BRFPCS,"3/4"" Panel Filler Plate 3 Pack",2.05,Eaton Corporation,,4.25,2.25,2.25,0.0
100,BRFPP,"3/4"" Panel Filler Plate 5 Pack",13.33,Eaton Corporation,,20.0,2.4,2.4,0.0
100,BSSUSE,Bonding Strap Kit  Eaton,1.38,Eaton Corporation,,2.85,1.38,1.38,10.0
100,C323CM2A,Solid State Control Module 2W Cont 120V,450.0,Eaton Corporation,,750.0,182.09,182.09,0.0
100,CCH58W,5/8 Heavy Duty Nylon Cable Clamps (100)pc,3.82,TOPAZ ELECTRIC CORP.,,9.0,3.82,3.82,2.0
100,CH9FL,Door Lock for 4- 8 Circuit Panel,17.31,Eaton Corporation,,26.0,,,0.0
100,CHRLS,Replacement Panel Cover Latch for 14.31 Covers,5.2,Eaton Corporation,,11.0,5.2,5.2,1.0
100,CKTDIR,Universal Panel Circuit Directory,8.85,Eaton Corporation,,15.0,8.85,8.85,10.0
100,CPS100480DAK,100Ka 480V Surge Protector Panel Mount,794.2,Eaton Corporation,,1111.0,,,0.0
100,CR-1-120V,LVS Time Saver L/V Closet Relay,38.25,EBAY,,46.0,37.3975,37.3975,0.0
100,DLM,Panel Door Lock,7.35,Eaton Corporation,,11.25,7.35,7.35,0.0
100,FF-148,3 Outlet Heavy Duty T Tap,1.75,TRISONIC,,4.0,0.0,0.0,0.0
100,FP1,"1"" Panel Filler Plate",0.4236,Eaton Corporation,,2.25,0.3055,0.3055,118.0
100,FS12,32 Watt Starter,0.229,TOPAZ LIGHTING CORPORATION,,5.0,0.229,0.229,11.0
100,FS22,22 Watt Starter,0.253,TOPAZ LIGHTING CORPORATION,,1.0,0.253,0.253,1.0
100,FS25,25 Watt Starter,0.3,TOPAZ LIGHTING CORPORATION,,4.000000000000001,0.3,0.3,82.0
100,FS5,"4, 6, & 8 Watt Starter",0.27,TOPAZ LIGHTING CORPORATION,,1.0,0.27,0.27,10.0
100,G5816SW,Square Washer for CON ED Service Eye Bolt,0.0,GLOBAL MANUFACTURING,,0.0,,,0.0
100,G5819,"5/8"" x 19"" CON ED Service Eye Bolt",12.5695,GLOBAL MANUFACTURING,,19.0,12.5695,12.5695,8.0
100,G5V-2-DC5,PC Mount Dip Pattern DPDT 2A 500mw Coil Power 5VDC Relay 7ms  3ms Release Time,2.16,SELECTA Products Inc,,3.5,,,0.0
100,GC,Grounding Clip,0.051,TOPAZ LIGHTING CORPORATION,,0.15,0.051,0.051,1390.0
100,GGR16103MIN,6 Outlet Power Mini Surge Protector w/ 2ft Cord,4.09,"REISS WHOLESALE HARDWARE  CO, INC",,7.0,4.09,4.09,1.0
100,GHG-1550,"1/2"" Rubber Grommets",1.7987000000000002,Gardner Bender Inc./ECM Industries LLC,,3.0,1.7987,1.7987,29.0
100,GHG-1575,"3/4"" Rubber Grommets",0.665,Gardner Bender Inc./ECM Industries LLC,,4.0,0.665,0.665,46.0
100,GS10-32,"10-32 x 3/8"" Grounding Hex Head Green Screw 100pc",4.7,POLLUX INTERNATIONAL HOLDING LTD.,,7.5,4.7,4.7,25.0
100,GWM-AST,"U-Phase Gardner Bender Wire Marker 4pk White, Red, Blue, Green",20.0,Gardner Bender Inc./ECM Industries LLC,,27.0,13.26,13.26,0.0
100,LCCSCS,Panel Replacement Screws 6 pieces,4.0955,Eaton Corporation,,6.75,4.7169,4.7169,18.0
100,P59V,60 Minute Time Control With Continuous On,19.11,BROAN - NUTONE LLC,,28.0,19.11,19.11,4.0
100,RAW05810S,1/4 x 1-1/2 Rod Hanger (5/16 Drill Size) Lok-Bolt AS® Sleeve Anchor,0.3882,MUTUAL SCREW & SUPPLY,,1.25,0.3882,0.3882,100.0
100,RAW05815SPF,3/8 x 1-7/8 Rod Hanger (3/8 Drill Size) Lok-Bolt AS® Sleeve Anchor,0.4913,MUTUAL SCREW & SUPPLY,,1.7,0.4913,0.4913,100.0
100,RAW07155,"1/4"" Rod Hanger 1/4"" x 1"" Self Drill Sammys for Steel Vertical",0.7669,MUTUAL SCREW & SUPPLY,,1.5,0.7669,0.7669,100.0
100,RS-5,5 Hp Starting & Reversing Drum Control,51.5,,,77.5,44.28,44.28,0.0
100,SKG-2C-5VDC,PC Mount Dip Pattern DPDT 2A 500mw Coil Power 5VDC Relay 6ms  5ms Release Time,2.17,SELECTA Products Inc,,3.5,,,0.0
100,SOCKET,REPLACEMENT SOCKET HOLDER FOR TL FUSE,0.9,Intl Cargo Terminals Inc,,10.0,,,0.0
100,STN30021,6 Outlet Power Strip w 15FT Cable,10.86,DOMESTIC BROOM AND BRUSH,,16.0,10.86,10.86,4.0
100,STXH240S05,20kA 120/240Vac Split Phase Surge Protection Device Nema 4x,45.0,Ferraz Shawmut,,68.0,0.0,0.0,1.0
100,T-0,"Anti-Short Bushing 35pc 14-3, 12-3",0.5952,TOPAZ ELECTRIC CORP.,,2.0,0.5952,0.5952,95.0
100,T-1,"Anti-Short Bushing 35pc 14-4, 6-2",0.6118,TOPAZ ELECTRIC CORP.,,2.0,0.6118,0.6118,160.0
100,T-2,"Anti-Short Bushing 35pc 12-4, 10-3",0.943,TOPAZ ELECTRIC CORP.,,2.0,0.943,0.943,137.0
100,T-3,"Anti-Short Bushing 20pc 10-4, 8-3",1.4500000000000002,TOPAZ ELECTRIC CORP.,,2.25,1.45,1.45,84.0
100,T-4,"Anti-Short Bushing 16pc 8-4, 6-4, 4-3",1.39,TOPAZ ELECTRIC CORP.,,2.25,1.39,1.39,54.0
100,T-5,"Anti-Short Bushing 5pc 2-4, 3-4, 4-3",0.803,,,1.6,0.0,0.0,0.0
100,T183,BX/RX #12-14 2 Wire Cable Staple 100 Pack,1.544,TOPAZ ELECTRIC CORP.,,3.0,1.544,1.544,8.0
100,T193,BX/RX #10-14-3 Cable Staple 100 Pack,2.205,TOPAZ ELECTRIC CORP.,,4.0,2.205,2.205,6.0
100,T194,BX/RX #10-14-3 Cable Staple 500 Pack,5.1,TOPAZ ELECTRIC CORP.,,9.75,5.688,5.688,0.0
100,T199,Box Supports Pair Madison Clips,0.2173,TOPAZ ELECTRIC CORP.,,0.7500000000000001,0.2173,0.2173,48.0
100,T277,"3/8"" M x 1/8"" F No Bolt Fixture Stud",1.0989,TOPAZ LIGHTING CORPORATION,,1.65,1.0989,1.0989,36.0
100,T48,10-32 x 3/8 Grounding Hex Head Green Screw 100pc.,4.69,TOPAZ ELECTRIC CORP.,,8.0,3.32,3.32,0.0
100,T962,3/4 x 10' Perforated 20G Steel Band Iron,1.8098,TOPAZ ELECTRIC CORP.,,3.75,1.49,1.49,36.0
100,TDL,Panel Door Lock,8.200000000000001,Eaton Corporation,,45.0,8.2,8.2,2.0
100,TS-524,Adapt For Flat Pin,0.75,TRISONIC,,1.5,0.75,0.75,1.0
100,TS-525,International Voltage Converter With Adapter,3.99,TRISONIC,,8.0,3.99,3.99,1.0
100,WA-5,Universal Foreign Adaptor to North America,1.7475,AA HARDWARE SUPPLY CORP,,5.0,1.7475,1.7475,19.0
100,WA-7,Universal Foreign Adaptor to UK/Hong Kong/Kuwait/Afghanistan,1.5,AA HARDWARE SUPPLY CORP,,5.0,1.5,1.5,5.0
100,WA-9,Universal Foreign Adaptor to Asia World,1.5,AA HARDWARE SUPPLY CORP,,5.0,1.5,1.5,2.0
100,WA-XR,Travel Smart Type A/B/C/E/F/G For Worldwide Adapter Plug In,5.82,Emery Jensen Distribution East,,9.75,5.82,5.82,7.0
100,WL-1,Gel Wire Pulling Lubricant Gallon,13.2647,3M Electrical Markers Division,,17.0,8.31,8.31,0.0
100,WL-QT,Gel Wire Pulling Lubricant QT,5.81,3M Electrical Markers Division,,10.5,5.81,5.81,13.0
100,WLC-1,Clear Gel Wire Pulling Lubricant for Communication Gallon,15.3569,3M Electrical Markers Division,,20.0,,,0.0
100,WLC-QT,Clear Gel Wire Pulling Lubricant for Communication Quart,10.4392,3M Electrical Markers Division,,16.0,4.99,4.99,0.0
100,WLX-1,Wax Wire Pulling Lubricant Gallon,10.27,3M Electrical Markers Division,,36.0,10.27,10.27,3.0
100,WLX-QT,Wax Wire Pulling Lubricant Quart,5.4784,3M Electrical Markers Division,,10.0,4.59,4.59,0.0
108,1030-90R-500,100W MV Ballast Kit Multi Tap,0.0,MAGNETEK LIGHTING PRODUCTS,,0.0,,,0.0
108,1130-91R-500,175W MH Ballast Kit Multi Tap,48.0,"KEYSTONE TECHNOLOGIES, LLC",,72.0,48.0,48.0,1.0
108,1130-92-500K,250W MH Ballast Kit Multi Tap,51.11,"KEYSTONE TECHNOLOGIES, LLC",,82.0,60.5,60.5,8.0
108,1130-93K-500,400W MH Ballast Kit Multi Tap,60.95,"SATCO PRODUCTS, INC.",,98.0,60.95,60.95,0.0
108,1130-97-500K,100W MH Ballast Kit Multi Tap,83.38,"KEYSTONE TECHNOLOGIES, LLC",,134.0,,,0.0
108,11310-281-50,70W MH Ballast Kit Multi Tap,39.0,"KEYSTONE TECHNOLOGIES, LLC",,63.0,39.0,39.0,1.0
108,11310-494-50,100W MH Ballast Kit Multi Tap,50.25,"KEYSTONE TECHNOLOGIES, LLC",,75.0,50.25,50.25,5.0
108,11310-90-500,100W MH Ballast Kit Multi Tap,0.0,"KEYSTONE TECHNOLOGIES, LLC",,0.0,,,0.0
108,11310-95-500,50W MH Ballast Kit Multi Tap,0.0,"KEYSTONE TECHNOLOGIES, LLC",,0.0,,,0.0
108,1201TPEMI,"1 13,14,15,18,19, T8/14 15, 20T12 Ballast 120",7.55,"KEYSTONE TECHNOLOGIES, LLC",,13.0,7.55,7.55,2.0
108,1230-190-500,200W HPS Ballast Kit Multi Tap,0.0,MAGNETEK LIGHTING PRODUCTS,,0.0,,,0.0
108,1230-92S-500,250W HPS Ballast Kit Multi Tap,57.3,MAGNETEK LIGHTING PRODUCTS,,92.0,57.3,57.3,0.0
108,1230-93U-500,400W HPS Ballast Kit Multi Tap,69.5,MAGNETEK LIGHTING PRODUCTS,,112.0,69.5,69.5,1.0
108,12310-153-50,70W HPS Ballast Kit Multi Tap,0.0,MAGNETEK LIGHTING PRODUCTS,,0.0,,,0.0
108,12310-90-500,100W HPS Ballast Kit Multi Tap,0.0,MAGNETEK LIGHTING PRODUCTS,,0.0,,,0.0
108,12310-95-500,50W HPS Ballast Kit Multi Tap,0.0,MAGNETEK LIGHTING PRODUCTS,,0.0,,,0.0
108,1401TPEMI,1 40/30 T12 Ballast,9.5,"KEYSTONE TECHNOLOGIES, LLC",,20.0,0.0,0.0,0.0
108,445-RS-WS-TC,32W T9 Ballast 120V,12.2,"KEYSTONE TECHNOLOGIES, LLC",,13.0,12.2,12.2,44.0
108,446SLH,1-2 F30/34/40T12 Electronic Ballast 120/277v,12.25,"KEYSTONE TECHNOLOGIES, LLC",,25.0,12.25,12.25,10.0
108,449-LR-WS-TC,22&32W T9 Ballast,5.5,EAGLE LIGHTING PRODUCTS,,15.0,5.5,5.5,50.0
108,479-LH-TC-P,1 72 T12 / 96 T12 HO Ballast 277V,28.28,MAGNETEK LIGHTING PRODUCTS,,42.5,28.28,28.28,2.0
108,480SLH,"2 F48,60,72,96 T12 HO Ballast 120-277v Electronic",28.0409,"KEYSTONE TECHNOLOGIES, LLC",,50.0,29.95,29.95,22.0
108,481-LH-TC-P,1 72 T12 / 96 T12 HO Ballast 120V,26.46,MAGNETEK LIGHTING PRODUCTS,,42.5,26.46,26.46,8.0
108,487-SLH-TC-P,2 72 T12 / 96 T12 HO Ballast 277V,26.5,MAGNETEK LIGHTING PRODUCTS,,40.0,26.5,26.5,18.0
108,490-XLH-TC-P,"2 24,48,60,72/1 48,60, 72 HO BALLAST 120V",40.25,TOPAZ LIGHTING CORPORATION,,70.0,40.25,40.25,2.0
108,51911,39W MH Electronic Ballast 4Kv,63.5,TOPAZ LIGHTING CORPORATION,,102.0,63.5,63.5,1.0
108,547-RS-WS-TC,22W T9 BALLAST 120V,6.0,EAGLE LIGHTING PRODUCTS,,10.0,6.0,6.0,86.0
108,620-LH-TC-P,2 48 T12 HO Ballast 120V,27.4,MAGNETEK LIGHTING PRODUCTS,,43.85,27.4,27.4,6.0
108,628LHTCP,1 48 T12HO Ballast 277V,30.49,MAGNETEK LIGHTING PRODUCTS,,45.0,30.49,30.49,12.0
108,631-LH-TC-P,2 48 T12 HO Ballast 120V,30.0,MAGNETEK LIGHTING PRODUCTS,,48.0,30.0,30.0,4.0
108,806SLH,"2 96,72,48, 96HO(110w) 12 Ballast 120-277V",23.602,"KEYSTONE TECHNOLOGIES, LLC",,39.0,28.55,28.55,20.0
108,827-SLH-TC-P,2 72 T12/96 T12 Ballast 277v,13.5,MAGNETEK LIGHTING PRODUCTS,,22.0,13.5,13.5,8.0
108,930KTCP,2 72/96 T12 Vho -20 Ballast 120V,48.0,EDISON POWER,,70.0,48.0,48.0,10.0
108,B132I120RH,"1 17,25,32 T8 Electronic Ballast 120-277V",12.0,"KEYSTONE TECHNOLOGIES, LLC",,19.25,12.0,12.0,33.0
108,B232I120RH,"2 17,25,32 T8 Electronic Ballast 120-277V",8.96,"KEYSTONE TECHNOLOGIES, LLC",,22.0,8.96,8.96,8.0
108,B286I120RH,2 T8 48/72/96 HO Elect Ballast 120V,38.0,EDISON POWER,,57.0,38.0,38.0,6.0
108,B332I120RH,"3 ,32 T8 Electronic Ballast 120V",14.85,"KEYSTONE TECHNOLOGIES, LLC",,23.5,12.0,12.0,0.0
108,B332I1277RH,"3 17,25,32 T8 Electonic Ballast 277V",16.0,MAGNETEK LIGHTING PRODUCTS,,25.65,16.0,16.0,17.0
108,B432I120RH,"4 17,25,32 T8 KEYSTONE Electronic Ballast 120V-277V",7.9,"KEYSTONE TECHNOLOGIES, LLC",,30.0,7.9,7.9,9.0
108,BEL12/12-48V-84,LED Emergency B/U Ballast,52.0,TOPAZ LIGHTING CORPORATION,,78.0,,,0.0
108,C240PUNVHP-B,2 40W 2G11 Lamps 120/277v Ballast,26.86,TOPAZ LIGHTING CORPORATION,,41.0,26.86,26.86,0.0
108,CAP-150MHQ,Capacitor for 150w MH Quad,12.5,TOPAZ LIGHTING CORPORATION,,20.0,12.5,12.5,3.0
108,CAP-175MHQ,Capacitor for 175w MH Quad,12.5,TOPAZ LIGHTING CORPORATION,,20.0,12.5,12.5,13.0
108,CAP-250MHQ,Capacitor for 250w MH Quad,13.75,TOPAZ LIGHTING CORPORATION,,22.0,13.75,13.75,6.0
108,CAP-400MHQ,Capacitor for 400w MH Quad,14.0,"KEYSTONE TECHNOLOGIES, LLC",,22.5,14.0,14.0,10.0
108,CAP70HPSQ,Capacitor for 70w HPS Quad,12.5,International Electric,,20.0,12.5,12.5,8.0
108,CC1322TP,1 Lamp 120V Pl 13W Or 14-20W Ballast,4.0,"KEYSTONE TECHNOLOGIES, LLC",,7.0,4.0,4.0,0.0
108,CC579TP,1 Lamp 120V Pl 7-9W Or F8T5 Ballast,2.7,"KEYSTONE TECHNOLOGIES, LLC",,9.0,2.7,2.7,49.0
108,DD22B,"1 13,14,18,20,22 T8 Ballast 120V",5.0,"KEYSTONE TECHNOLOGIES, LLC",,9.0,,,0.0
108,EP2200,Emergency B/U Ballast for 1  7/9/13/18/26w 2 PIN,65.0,ENCORE LIGHTING,,130.0,65.0,65.0,6.0
108,FP450,"Emergency B/U Ballast for 1 Lamp 2-4' T8,T12  28wT5",23.0,ENCORE LIGHTING,,52.75,23.0,23.0,1.0
108,FPDL32,"Emergency B/U Ballast for 1 Lamp 2-4' T8,T12  28wT5",26.0,ABB Installation Products Inc,,85.0,26.0,26.0,4.0
108,KT-EMRG-1400-CFL4,Emergency B/U Ballast for CFL Lamp 4 Pin 1-2 Lamp 13-42w 90min  120/277v 1400 Lumens,80.0,"KEYSTONE TECHNOLOGIES, LLC",,120.0,,,0.0
108,KT-EMRG-650-CFL2,Emergency B/U Ballast for CFL Lamp 2 Pin 1 Lamp 13-26w 90min  120/277v 650 Lumens,60.0,"KEYSTONE TECHNOLOGIES, LLC",,90.0,60.0,60.0,0.0
108,KT-EMRG-750-CFL4,Emergency B/U Ballast for CFL Lamp 4 Pin 1-2 Lamp 18-36w 90min  120/277v 750 Lumens,60.0,"KEYSTONE TECHNOLOGIES, LLC",,90.0,,,0.0
108,KTEB-220-1-TP-EMI,"2  T12 14,15,20 OR T8 14,15,17,18,20 Ballast 120V",13.0,"KEYSTONE TECHNOLOGIES, LLC",,25.0,13.0,13.0,3.0
108,KTEB-254HO-UV-PS-SL,1-2 Lite FP54T5HO/36-55w TT5 Ballast,24.0,"KEYSTONE TECHNOLOGIES, LLC",,45.0,24.0,24.0,11.0
108,KTEB-2C72-1-TP-WS,2 Lite Combo 22w & 32w or 32w & 40w Circline Electronic Ballast with Sockets 120v,15.55,"KEYSTONE TECHNOLOGIES, LLC",,24.0,15.55,15.55,1.0
108,KTEB-454HO-UV-PS-SL,1-4 Lite FP54T5HO/36-55w TT5 Ballast,46.0,"KEYSTONE TECHNOLOGIES, LLC",,69.0,46.0,46.0,6.0
108,KTEB213UVTPPICDW,13w 120/277v 1/2 Lamp CF Ballast Kit GX24q,17.1125,"KEYSTONE TECHNOLOGIES, LLC",,30.0,17.2,17.2,8.0
108,KTEB218UVTPPICDW,18w 120/277v 1/2 Lamp CF Ballast Kit GX24q,17.0,"KEYSTONE TECHNOLOGIES, LLC",,32.0,17.0,17.0,16.0
108,KTEB226UVTPPICDWKIT,26w 120/277v 1/2 Lamp CF Ballast Kit GX24q,25.200000000000003,"KEYSTONE TECHNOLOGIES, LLC",,40.0,25.2,25.2,8.0
108,KTEB228HEUVTPPS,"1-2 Lamp F14-28T5 14W,21W,28W/T5 120/277v",25.0,"KEYSTONE TECHNOLOGIES, LLC",,50.0,25.0,25.0,2.0
108,KTEB239HOUVPSSL,1-2 Lamp F24-39T5HO 120/277v,22.5,"KEYSTONE TECHNOLOGIES, LLC",,43.0,22.5,22.5,6.0
108,KTEB242TUVTPPICDW,26-42w 120/277v 2 Lamp CF Ballast Kit GX24q,29.55,"KEYSTONE TECHNOLOGIES, LLC",,47.0,0.0,0.0,0.0
108,KTEB259UVISN,"1-2 Lamp F72,F96T8  120/277V",18.22,"KEYSTONE TECHNOLOGIES, LLC",,36.0,18.22,18.22,4.0
108,KTEB286HOUVISN,1-2 Lamp F96T8 HO 120/277V,27.75,"KEYSTONE TECHNOLOGIES, LLC",,52.0,27.75,27.75,3.0
108,KTSB-0412-12-1-TP,1-2 Lamp 4'-12' 120v HO Magnetic Sign Ballast -20 Deg Start,33.0,"KEYSTONE TECHNOLOGIES, LLC",,63.0,33.0,33.0,4.0
108,KTSB-0620-24-1-TP,2-4 Lamp 6'-20' 120v HO Magnetic Sign Ballast -20 Deg Start,52.0,"KEYSTONE TECHNOLOGIES, LLC",,80.0,52.0,52.0,0.0
108,KTSB-1224-24-1-TP,2-4 Lamp 12'-24' 120v HO Magnetic Sign Ballast -20 Deg Start,62.0,"KEYSTONE TECHNOLOGIES, LLC",,94.0,62.0,62.0,0.0
