Cat,Item Number,Description,Cost,Supplier,Barcode Number,List,Last Cost,Cost at 3/9/2026,In Stock
136,CAD4G1615,"Twist clip for acoustical tee bar painted aluminum (stud 1/4-20 x 1-1/2"")*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G162,"Twist clip for acoustical tee bar painted aluminum (stud 1/4-20 x 2"")*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G163,"Twist clip for acoustical tee bar painted aluminum (stud 1/4-20 x 3"")*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G16BP,"Twist clip for acoustical tee bar (stud 1/4-20 x 5/8"") blister pack*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G16H,Twist clip for acoustical tee bar for sign hanging*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G16HWH,Twist clip for acoustical tee bar for sign hanging*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G16LN,4G16 Less washer*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G16LS,4616 Less stud and washer*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G16WH,"Twist clip for acoustical tee bar (stud 1/4-20 x 5/8"") white*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G24,"Twist clip, 1 1/2"" T-grid, 5/8"" stud with 4WN",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G8,"Track lighting clip (silver) to 15/16"" tee bar with #8-32 x 5/8"" stud*",0.621,ERICO Fastening Products,,1.25,0.621,0.621,178.0
136,CAD4G8S7,"Track lighting clip (silver) to 15/16"" tee bar with #8-32 x 7/16"" stud*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G8S7WB,"Track lighting clip (silver) to 15/16"" tee bar with #8-32 x 7/16"" stud with barrel nut*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G8S7WH,"Track lighting clip (white) to 15/16"" tee bar with #8-32 x 7/16"" stud*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G8WB,"Track lighting clip (silver) to 15/16"" tee bar with #8-32 x 5/8"" stud with barrel nut*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G8WH,"Track lighting clip (white) to 15/16"" tee bar with #8-32 x 5/8"" stud*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G8WHWB,"Track lighting clip (white) to 15/16"" tee bar with #8-32 x 5/8"" stud with barrel nut*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G9,"Twist clip for tee 9/16"" (stud 1/4-20 x 5/8"")*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G9LN,4G9 Less washer*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4G9LS,4G9 Less stud and washer*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4H24,"1/8""-1/4"" Flange*",0.4,ERICO Fastening Products,,0.7,,,0.0
136,CAD4H58,"5/16""-1/2"" Flange*",0.3,ERICO Fastening Products,,0.55,0.3,0.3,50.0
136,CAD4H912,"9/16""-3/4"" Flange*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4J2438,Clip for bulb tees,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4J2438S,"Clip for bulb tees with 1/4-20 x 3/8"" staked stud in clip",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4LCB,"Lathers channel bracket with 1/4"" screw included*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4NJ2438,Clip for bulb tees with 1/4-20 nut,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TGS,"1/4"" Spacer for recessed tee grid systems*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TI,"Hanger for 1/4"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TI24,"1/8""-1/4"" flange - 1/4"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TI58,"5/16""-1/2"" flange - 1/4"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TI912,"9/16""-3/4"" flange - 1/4"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TIAFAB3,"Angle bracket for 1/4"" threaded rod with 1/4"" thread impression",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TIB,"Angle bracket for 1/4"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TIO,"Offset bracket for 1/4"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4TW,For threaded rods or bolts 1/4-20 thread with thread impression*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4WN,1/4-20 Threaded impression washer wing nut*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z34,Multi-function clip*,0.159,ERICO Fastening Products,,0.35,0.159,0.159,83.0
136,CAD4Z3412P,"Multi-plus 3/4"" EMT conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z3416M,"Multi-plus 1"" conduit*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z3416P,"Multi-plus 1"" EMT conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z346M,"Multi-plus 3/8"" EMT conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z34812M,"Multi-plus 1/2"" or 3/4"" conduit*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z348P,"Multi-plus 1/2"" EMT",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z34BP,Clip-multi-function-wire rod FLNG blister PK*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD4Z4S,Wire rod flange clip,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD510HD,"Heavy-duty electrical box hanger - 24"" span*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512,"Electrical box hanger 24"" span",5.99,ERICO Fastening Products,,12.0,,,0.0
136,CAD51212,"Electrical box hanger 12"" span*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD51220,"Electrical box hanger 20"" span",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD51230,"Electrical box hanger 30"" span",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512A,"8"" Height adjustable - 24"" Span 20 lbs Max",7.7,ERICO Fastening Products,,13.0,7.7,7.7,86.0
136,CAD512HD,"Heavy-duty electrical box hanger - 14"" span*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512HDBP,"Hanger-box-acoustical tee-blist pack 24"" span*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512HDEEP,"Heavy-duty electrical box hanger - 3-5/8"" high",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512HDFM35,Heavy Duty Fan/Fixture Support (35/50 lbs.),0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512HDFM70,Heavy Duty Fan/Fixture Support (70/90 lbs.),0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512HDXT,"Extension bracket 3-5/8"" high",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD512MM,"Electrical box hanger, 24"" span metric",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD515,Straight lip fixtures*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD515A,Upturned or straight lip fixtures*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD515AWHA,"Upturned or straight lip fixtures*, White",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD517A,"Light fixture hanger 5/8"" standard",0.0,ERICO Fastening Products,,0.0,0.0,0.0,28.0
136,CAD517B,"Light fixture hanger 1/2"" narrow",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD517C,"Light fixture hanger 3/4"" wide",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD517FCA,Suspension bar for light fixtures,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD517FCB,Suspension bar for light fixtures,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD517FCC,Suspension bar for light fixtures,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD520,Suspension hanger for Lightolier® Calculite® fixtures*,8.0,ERICO Fastening Products,,12.0,,,0.0
136,CAD528,Adjustable box and conduit support (DFN)*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD52812P,"Tee-bar rivet to hanger assembly 3/4"" EMT",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD52816P,"Tee-bar rivet to hanger assembly 1"" EMT",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD5288P,"Tee-bar rivet to hanger assembly 1/2"" EMT",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6A,"3/4"" Plain rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6A24,"1/8""-1/4"" Flange - 3/8"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6A58,"5/16""-1/2"" Flange - 3/8"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6A912,"9/16""-3/4"" Flange - 3/8"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6AB,"Angle bracket for 3/8"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6AFAB3,"For 3/8"" plain rod",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6AO,"Offset bracket for 3/8"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6EBN,"3/8"" Plain rod fixture support",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6M,"14-2 thru 12-3-3/8"" MC/AC 9/32"" plain*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6M24,"3/8"" MC/AC cable to 1/8"" - 1/4"" flanges*",0.918,ERICO Fastening Products,,1.95,,,0.0
136,CAD6M24SM,"3/8"" MC/AC cable to 1/8"" - 1/4"" flanges; side mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6M4I,"3/8"" MC/AC 1/4-20 thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6M58,"3/8"" MC/AC cable to 5/16"" - 1/2"" flanges*",1.07,ERICO Fastening Products,,1.75,,,0.0
136,CAD6M58SM,"3/8"" MC/AC cable to 5/16"" - 1/2"" flanges; side mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6M912,"3/8"" MC/AC cable to 9/16"" - 3/4"" flanges*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6M912SM,"3/8"" MC/AC cable to 9/16"" - 3/4"" flanges; side mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MATA,Clip with top mounted conduit clip for MC/AC cable*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MATS,Clip with side mounted conduit clip for MC/AC cable*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB18,"1"" Conduit from #12 wire thru 1/4"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB1824,"MC/AC cable 1/8"" thru 1/4"" flange*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB1824CO,"MC/AC cable 1/8"" thru 1/4"" flange for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB1858,"MC/AC cable 5/16"" thru 1/2"" flange*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB1858CO,"MC/AC cable 5/16"" thru 1/2"" flange for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB186,"MC/AC cable 3/8"" plain or threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB186CO,"MC/AC cable 3/8"" plain or threaded rod for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB18A,MC/AC cable plain center hole for screw or threaded rod mount*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB18ACO,MC/AC cable plain center hole for multiple conduit,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB18CO,"1"" Conduit from #12 wire thru 1/4"" rod for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB18CPNAM,"Mounts 4"" sq. boxes with MC/AC cable with CPNAM",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MB18TDH,"Mounts 4"" sq. boxes with MC/AC cable  with TDH",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MCPNAM,"Conduit clip for 14-2 thru 12-3 MC/AC, and 3/8 flexible conduit with CPNAM",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6MF,"3/8"" Conduit or MC/AC to metal stud*",0.0,ERICO Fastening Products,,0.0,0.0,0.0,260.0
136,CAD6MTDH,"Conduit clip for 14-2 thru 12-3 MC/AC, and 3/8 flexible conduit with TDH",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6NJ2438,Clip for bulb tees with 3/8-16 nut,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6T,"1/4"" or 3/8"" threaded rod - nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TA24,"1/8""-1/4"" flange - 1/4"" or 3/8"" threaded rod- nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TA58,"5/16""-1/4"" flange - 1/4"" or 3/8"" threaded rod- nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TA912,"9/16""-3/4"" flange - 1/4"" or 3/8"" threaded rod- nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TAFAB3,"For 1/4"" or 3/8"" threaded rod, nuts required",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TB,"1/4"" or 3/8"" threaded rod- nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TI,"For 3/8"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TI24,"1/8""-1/4"" Flange - 3/8"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TI58,"5/16""-1/2"" Flange - 3/8"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TI912,"9/16""-3/4"" Flange - 3/8"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TIAFAB3,"For 3/8"" threaded rod with thread impression",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TIB,"Angle bracket for 3/8"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TIO,"Offset bracket for 3/8"" threaded rod with thread impression*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6TO,"Offset bracket for 1/4"" or 3/8"" threaded rod- nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6W,"Threaded rods 3/8"" and smaller- nut required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z34,"Multi-function 3/8"" plain or threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z3412P,"Multi-plus 1/2"" or 3/4"" conduit - 3/8"" plain or threaded rod",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z3416M,"Multi-plus 1"" EMT conduit - 3/8"" plain or threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z3416P,"Multi-plus 1"" EMT conduit - 3/8"" plain or threaded rod",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z34812M,"Multi-plus 1/2"" or 3/4"" conduit - 3/8"" plain or threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z348P,"Multi-plus 1/2"" EMT conduit - 3/8"" plain or threaded rod",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD6Z4S,Wire rod flange clip,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD708,"For #8 wire or 1/4"" plain rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD70824,"1/8""-1/4"" Flange - #8 wire or 1/4"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD70858,"5/16""-1/2"" Flange - #8 wire or 1/4"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD708912,"9/16""-3/4"" Flange - #8 wire or 1/4"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD708AB,"#8 Wire or 1/4"" plain rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD708AFAB3,"For #8 wire or 1/4"" rod",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD708AO,"3/4"" Plain rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD740,Pipe sleeve positioner,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD760,Electrical box support for metal stud*,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD766,Far side box support clip,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD766A,Far side box support clip,0.29,ERICO Fastening Products,,0.55,0.29,0.29,99.0
136,CAD766PM,"Adjustable Far Side Box Support-Snap on for 1-1/2"" deep electrical boxes",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD766PMD,"Adjustable Far Side Box Support-Snap on for 2-1/8"" deep electrical boxes",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD770,Jack chain,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD771,S-Hook,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD781,Through the stud conduit support *,0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812M,"1/2"" or 3/4"" Conduit or MC/AC - 9/32"" plain mounting hole*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812M24,"1/2"" to 3/4"" Conduit to 1/8"" - 1/4"" flange*",0.95,ERICO Fastening Products,,2.25,0.0,0.0,0.0
136,CAD812M24BP,"Clip-conduit-1/2"" 3/4"" conduit to FLNG BLIS PCK*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812M24SM,"1/2"" to 3/4"" Conduit to 1/8"" - 1/4"" flange; side mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812M4I,"1/2"" or 3/4"" Conduit or MC/AC - 1/4-20 mounting hole*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812M58,"1/2"" to 3/4"" Conduit to 5/16"" to 1/2"" flange*",0.781,ERICO Fastening Products,,2.0,0.781,0.781,0.0
136,CAD812M58SM,"1/2"" to 3/4"" Conduit to 5/16"" to 1/2"" flange-side mount*",0.631,ERICO Fastening Products,,1.25,0.631,0.631,0.0
136,CAD812M912,"1/2"" to 3/4"" Conduit to 9/16"" to 3/4"" flange*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812M912SM,"1/2"" to 3/4"" Conduit to 9/16"" to 3/4"" flange-side mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MATA,"1/2"" or 3/4"" Conduit to acoustical tee bar  top mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MATS,"1/2"" or 3/4"" Conduit to acoustical tee bar - side mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18,"1/2"" or 3/4"" Conduit from #12 wire thru 1/4"" rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB1824,"1/2"" or 3/4"" Conduit to 1/8"" thru 1/4"" flange*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB1824CO,"1/2"" or 3/4"" Conduit to 1/8"" thru 1/4"" flange for multiple conduit",0.75,ERICO Fastening Products,,2.0,0.0,0.0,0.0
136,CAD812MB1858,"1/2"" or 3/4"" Conduit to 5/16"" thru 1/2"" flange*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB1858CO,"1/2"" or 3/4"" Conduit to 5/16"" thru 1/2"" flange for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB186,"MC/AC cable 3/8"" plain or threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB186CO,"MC/AC cable 3/8""plain or threaded rod for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18A,"1/2"" or 3/4"" Conduit plain center hole for screw or threaded rod mount*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18ACO,"1/2"" or 3/4"" Conduit #12 wire thru 1/4"" rod for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18CO,"1/2"" or 3/4"" Conduit #12 wire thru 1/4"" rod for multiple conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18CPNAM,"Mounts 4"" sq. boxes with 1/2"" or 3/4""conduit with CPNAM",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18S,"1/2"" or 3/4"" Conduit 1/4-20 x 9/16"" stud in center hole*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18SCO,"1/2"" or 3/4"" Conduit 1/4-20 x 9/16"" stud in center hole for multi conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MB18TDH,"Mounts 4"" sq. boxes with 1/2"" or 3/4""conduit with TDH",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MCPNAM,"Conduit clip for 1/2"" - 3/4"" conduit with CPNAM",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD812MF,"1/2"" to 3/4"" Conduit to metal stud*",0.0,ERICO Fastening Products,,0.0,0.0,0.0,300.0
136,CAD812MTDH,"Conduit clip for 1/2"" - 3/4"" conduit with TDH",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8D15L,"1/2"" EMT Conduit to 1-1/2"" lathers channel*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P,"1/2"" Conduit 9/32"" plain mounting hole",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P12P,"1/2"" Conduit to 3/4"" conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P16P,"1/2"" Conduit to 1"" conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P24,"1/2"" Conduit to 1/8"" to 1/4"" flange",1.3974,ERICO Fastening Products,,2.0,1.3974,1.3974,100.0
136,CAD8P24SM,"1/2"" Conduit to 1/8"" to 1/4"" flange",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P4I,"1/2"" Conduit 1/4-20 thread impression mounting hole",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P58,"1/2"" Conduit to 5/16"" to 1/2"" flange",1.4824000000000002,ERICO Fastening Products,,2.0,1.4824,1.4824,100.0
136,CAD8P58SM,"1/2"" Conduit to 5/16"" to 1/2"" flange",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P8P,"1/2"" Conduit to 1/2"" conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P912,"1/2"" Conduit to 9/16"" to 3/4"" flange",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8P912SM,"1/2"" Conduit to 9/16"" to 3/4"" flange",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8PATA,"Clip with top mounted conduit clip to 1/2"" conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8PATS,"Clip with side mounted conduit clip to 1/2"" conduit",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CAD8PF,"1/2"" Conduit to metal stud",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA121000GN,"1-5/8"" 12GA 10' Solid green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA121000PG,"1-5/8"" 12GA 10' Solid pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA122000GN,"1-5/8"" 12GA 20' Solid green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA122000PG,"1-5/8"" 12GA 20' Solid pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA122000PL,"1-5/8"" 12GA 20' Solid plain",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12A1000PG,"1-5/8"" 12GA 10' Welded pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12A2000GN,"1-5/8"" 12GA 20' Welded green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12AH100PG,"1-5/8"" 12 GA 10' Half slot welded pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12AH200CG,"1-5/8"" 12 GA 20' Half slot welded chromate (gold)",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12AH200GN,"1-5/8"" 12 GA 20' Half slot welded green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12AH200PG,"1-5/8"" 12 GA 20' Half slot welded pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12H1000CG,"1-5/8"" 12GA 10' Half slot chromate (gold)",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12H1000GN,"1-5/8"" 12GA 10' Half slot green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12H1000PG,"1-5/8"" 12GA 10' Half slot pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12H2000GN,"1-5/8"" 12GA 20' Half slot green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12H2000PG,"1-5/8"" 12GA 20' Half slot pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12S1000GN,"1-5/8"" 12GA 10' Full slot green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12S1000PG,"1-5/8"" 12GA 10' Full slot pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA12S2000PG,"1-5/8"" 12GA 20' Full slot pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA141000PG,"1-5/8"" 14GA 10' Solid pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA14H1000GN,"1-5/8"" 14GA 10' Half slot green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA14H1000PG,"1-5/8"" 14GA 10' Half slot pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA14H2000GN,"1-5/8"" 14GA 20' Half slot green",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADA14H2000PG,"1-5/8"" 14GA 20' Half slot pre-galv",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAB,"Angle bracket with 1/4"" hole*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAF14,"1/16""-1/4"" Z purlin*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAF144TI,"1/16""-1/4"" to 1/4"" Threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAF146A,"1/16""-1/4"" to 3/8"" Plain rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAF146T,"1/16"" -1/4"" to 3/8"" Threaded rod nuts required*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAF146TI,"1/16""-1/4"" to 3/8"" Threaded rod*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAF14708,"1/16""-1/4"" to #8 Wire*",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAFAB3,"Angle from angle bracket, 3/16"" threaded",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAFAB4,"Angle from angle bracket, 1/4"" threaded",0.0,ERICO Fastening Products,,0.0,,,0.0
136,CADAFAB6,"Angle from angle bracket, 3/8"" threaded",0.0,ERICO Fastening Products,,0.0,,,0.0
